position	distance	allele0_0	allele0_1	allele1_0	allele1_1
N/A	0.00200699	0.999964	3.58158e-05	1.50317e-07	1
N/A	0.00200707	0.999952	4.76075e-05	0.000992657	0.999007
N/A	0.00200722	0.999965	3.47161e-05	2.18898e-05	0.999978
N/A	0.00200735	0.999974	2.62226e-05	1.64288e-06	0.999998
N/A	0.00200735	0.999942	5.7801e-05	2.16741e-05	0.999978
N/A	0.00200741	0.999969	3.09591e-05	1.72164e-09	1
N/A	0.00200742	0.999967	3.25212e-05	4.74595e-08	1
N/A	0.00200775	0.999958	4.21253e-05	1.43577e-06	0.999999
N/A	0.00200782	0.999961	3.94151e-05	4.8059e-05	0.999952
N/A	0.00200816	0.999965	3.49188e-05	1.02517e-09	1
N/A	0.00200825	0.999976	2.39935e-05	7.99426e-05	0.99992
N/A	0.00200827	0.99997	2.9765e-05	6.67697e-07	0.999999
N/A	0.00200838	0.999953	4.74704e-05	3.64974e-06	0.999996
N/A	0.00200855	0.999984	1.57956e-05	1.65867e-05	0.999983
N/A	0.00200856	0.999957	4.33196e-05	4.12733e-09	1
N/A	0.00200865	0.999956	4.44857e-05	0.000457231	0.999543
N/A	0.00200889	0.999968	3.24389e-05	5.45874e-06	0.999995
N/A	0.00200906	0.999973	2.65102e-05	1.05856e-08	1
N/A	0.00200911	0.999976	2.42382e-05	2.39593e-05	0.999976
N/A	0.00200918	0.999964	3.56263e-05	2.70449e-05	0.999973
N/A	0.00200933	0.999961	3.90357e-05	1.51894e-07	1
N/A	0.0020094	0.999974	2.6255e-05	1.5914e-07	1
N/A	0.0020095	0.999955	4.49695e-05	0.000110769	0.999889
N/A	0.00200967	0.999956	4.42497e-05	9.61945e-08	1
N/A	0.00200979	0.99998	2.0256e-05	0.000145199	0.999855
N/A	0.00200983	0.999952	4.83188e-05	0.000183644	0.999816
N/A	0.00200983	0.99995	4.95815e-05	7.05665e-06	0.999993
N/A	0.00200984	0.999958	4.237e-05	7.87448e-06	0.999992
N/A	0.00200985	0.999956	4.39274e-05	1.87654e-06	0.999998
N/A	0.00201014	0.999946	5.44357e-05	0.000617433	0.999383
N/A	0.00201018	0.999959	4.12692e-05	5.67974e-05	0.999943
N/A	0.0020102	0.999967	3.29052e-05	1.44381e-08	1
N/A	0.00201023	0.999964	3.59445e-05	1.15568e-07	1
N/A	0.00201024	0.999961	3.90557e-05	5.07149e-08	1
N/A	0.00201027	0.99995	4.96371e-05	0.000180684	0.999819
N/A	0.00201042	0.999955	4.48475e-05	6.01667e-05	0.99994
N/A	0.00201047	0.999961	3.88387e-05	0.000108681	0.999891
N/A	0.00201066	0.99995	5.04976e-05	6.41485e-07	0.999999
N/A	0.00201069	0.999962	3.75946e-05	1.08812e-07	1
N/A	0.00201075	0.999959	4.13871e-05	6.07858e-09	1
N/A	0.00201078	0.999975	2.51208e-05	2.39977e-08	1
N/A	0.00201078	0.999968	3.24717e-05	2.34615e-06	0.999998
N/A	0.00201091	0.999973	2.72018e-05	5.69638e-05	0.999943
N/A	0.00201092	0.999971	2.86498e-05	4.5194e-06	0.999995
N/A	0.00201115	0.999964	3.61033e-05	2.75e-07	1
N/A	0.00201118	0.999981	1.86367e-05	6.37827e-07	0.999999
N/A	0.00201133	0.999974	2.63447e-05	5.95579e-09	1
N/A	0.0020114	0.999963	3.74119e-05	3.20602e-08	1
N/A	0.00201148	0.999957	4.34875e-05	2.71438e-07	1
N/A	0.00201163	0.999971	2.91437e-05	1.57976e-06	0.999998
N/A	0.00201175	0.999977	2.32028e-05	3.78074e-05	0.999962
N/A	0.00201177	0.999958	4.21377e-05	8.78437e-08	1
N/A	0.0020118	0.999948	5.1846e-05	7.51309e-05	0.999925
N/A	0.0020118	0.999965	3.518e-05	9.22262e-07	0.999999
N/A	0.00201184	0.999969	3.05015e-05	1.14476e-05	0.999989
N/A	0.00201205	0.999962	3.77416e-05	6.53393e-07	0.999999
N/A	0.00201205	0.999969	3.14378e-05	5.6144e-09	1
N/A	0.00201209	0.999975	2.51399e-05	7.01521e-08	1
N/A	0.00201212	0.999969	3.11973e-05	4.10099e-08	1
N/A	0.00201214	0.999951	4.92492e-05	1.671e-08	1
N/A	0.00201225	0.999971	2.87631e-05	6.58188e-05	0.999934
N/A	0.00201228	0.999964	3.55915e-05	3.40023e-08	1
N/A	0.00201237	0.999957	4.30769e-05	3.04162e-06	0.999997
N/A	0.00201238	0.99997	2.99778e-05	2.12105e-06	0.999998
N/A	0.00201246	0.999968	3.21838e-05	2.35204e-06	0.999998
N/A	0.00201249	0.999956	4.40249e-05	4.49649e-09	1
N/A	0.00201253	0.999963	3.66371e-05	0.00068968	0.99931
N/A	0.00201267	0.999967	3.26353e-05	0.000206642	0.999793
N/A	0.0020129	0.999962	3.79448e-05	8.04012e-05	0.99992
N/A	0.00201294	0.999952	4.81495e-05	0.000188548	0.999811
N/A	0.00201302	0.99997	3.03706e-05	9.73415e-05	0.999903
N/A	0.00201306	0.999961	3.9063e-05	1.44689e-05	0.999986
N/A	0.0020132	0.999962	3.80026e-05	0.000202849	0.999797
N/A	0.00201321	0.999962	3.76948e-05	0.000110206	0.99989
N/A	0.00201324	0.99996	3.99212e-05	1.80634e-09	1
N/A	0.00201325	0.999961	3.90593e-05	2.71632e-06	0.999997
N/A	0.00201335	0.999976	2.36135e-05	3.45366e-06	0.999997
N/A	0.00201338	0.999942	5.80042e-05	9.36401e-09	1
N/A	0.00201359	0.999965	3.47074e-05	8.75837e-06	0.999991
N/A	0.00201382	0.999967	3.25158e-05	5.10805e-09	1
N/A	0.00201396	0.999963	3.68383e-05	1.3701e-08	1
N/A	0.00201404	0.999962	3.8455e-05	4.36148e-08	1
N/A	0.00201406	0.999962	3.80182e-05	5.30224e-06	0.999995
N/A	0.0020141	0.99995	4.96349e-05	8.73645e-07	0.999999
N/A	0.00201448	0.999971	2.90122e-05	4.79929e-09	1
N/A	0.00201453	0.99996	4.00744e-05	0.00018341	0.999817
N/A	0.00201454	0.999972	2.82031e-05	8.66618e-09	1
N/A	0.00201462	0.99996	4.01307e-05	7.39303e-07	0.999999
N/A	0.00201479	0.999979	2.14773e-05	1.80396e-05	0.999982
N/A	0.00201501	0.999962	3.7593e-05	0.000140493	0.99986
N/A	0.00201503	0.999964	3.5782e-05	0.000846787	0.999153
N/A	0.00201506	0.999947	5.25794e-05	4.99007e-06	0.999995
N/A	0.0020151	0.999967	3.25902e-05	1.97799e-05	0.99998
N/A	0.00201524	0.99996	4.04638e-05	2.55782e-06	0.999997
N/A	0.00201526	0.999958	4.24472e-05	1.74034e-07	1
N/A	0.00201532	0.999949	5.10243e-05	0.000348664	0.999651
N/A	0.00201554	0.999978	2.24455e-05	1.13094e-05	0.999989
N/A	0.00201559	0.999952	4.79461e-05	2.18786e-06	0.999998
N/A	0.00201562	0.99996	4.0306e-05	2.41603e-06	0.999998
N/A	0.00201562	0.999962	3.79369e-05	2.76345e-05	0.999972
N/A	0.00201563	0.999969	3.14046e-05	5.09886e-08	1
N/A	0.00201588	0.999949	5.05909e-05	2.33718e-05	0.999977
N/A	0.00201589	0.999973	2.66036e-05	5.29918e-08	1
N/A	0.00201608	0.999954	4.56743e-05	1.21858e-06	0.999999
N/A	0.00201622	0.999962	3.77526e-05	7.29714e-09	1
N/A	0.00201625	0.999973	2.69416e-05	0.000350656	0.999649
N/A	0.00201625	0.999952	4.78177e-05	1.09879e-07	1
N/A	0.00201641	0.999972	2.84776e-05	3.15696e-06	0.999997
N/A	0.00201652	0.999961	3.88782e-05	5.18733e-06	0.999995
N/A	0.00201656	0.999979	2.14691e-05	8.50113e-06	0.999991
N/A	0.00201668	0.999958	4.23196e-05	3.38201e-08	1
N/A	0.00201675	0.999944	5.56306e-05	0.000142899	0.999857
N/A	0.00201705	0.999978	2.24799e-05	7.33792e-07	0.999999
N/A	0.00201717	0.999947	5.33494e-05	7.93237e-09	1
N/A	0.00201722	0.999972	2.75191e-05	1.5821e-05	0.999984
N/A	0.00201722	0.999963	3.68557e-05	7.87627e-06	0.999992
N/A	0.00201722	0.999964	3.58143e-05	1.1687e-07	1
N/A	0.00201723	0.999951	4.93234e-05	4.10441e-06	0.999996
N/A	0.00201726	0.999964	3.6114e-05	0.000372412	0.999628
N/A	0.00201728	0.999969	3.07296e-05	3.66349e-06	0.999996
N/A	0.0020175	0.999965	3.46607e-05	8.43681e-07	0.999999
N/A	0.00201757	0.999965	3.53023e-05	2.77287e-06	0.999997
N/A	0.00201761	0.999962	3.7545e-05	9.81818e-09	1
N/A	0.00201761	0.999961	3.89572e-05	7.69465e-06	0.999992
N/A	0.00201773	0.999972	2.84196e-05	1.72401e-09	1
N/A	0.00201781	0.999971	2.91817e-05	0.000913611	0.999086
N/A	0.00201803	0.999964	3.58304e-05	6.44826e-05	0.999936
N/A	0.00201815	0.999971	2.91621e-05	1.17732e-09	1
N/A	0.00201815	0.999942	5.83297e-05	2.04006e-05	0.99998
N/A	0.00201831	0.999959	4.13942e-05	3.3252e-07	1
N/A	0.00201832	0.999979	2.08209e-05	1.01024e-05	0.99999
N/A	0.00201833	0.999976	2.43977e-05	1.95392e-05	0.99998
N/A	0.00201835	0.99997	2.99054e-05	0.00023521	0.999765
N/A	0.00201835	0.999958	4.15478e-05	7.46448e-09	1
N/A	0.00201841	0.999965	3.54953e-05	0.000299036	0.999701
N/A	0.00201848	0.999968	3.15113e-05	1.60428e-07	1
N/A	0.00201859	0.999965	3.54343e-05	7.76466e-08	1
N/A	0.00201887	0.999964	3.56933e-05	9.06064e-08	1
N/A	0.00201895	0.999968	3.23385e-05	7.06505e-08	1
N/A	0.00201904	0.999955	4.53902e-05	0.000317373	0.999683
N/A	0.00201907	0.999961	3.87026e-05	0.000430465	0.99957
N/A	0.00201908	0.99996	4.01158e-05	4.66341e-07	1
N/A	0.00201913	0.999961	3.93632e-05	1.14278e-08	1
N/A	0.00201916	0.999963	3.69678e-05	3.86984e-05	0.999961
N/A	0.00201923	0.999956	4.38843e-05	8.00762e-08	1
N/A	0.00201944	0.999967	3.30031e-05	2.04696e-06	0.999998
N/A	0.00201946	0.999959	4.10257e-05	7.19453e-07	0.999999
N/A	0.00201947	0.999964	3.55397e-05	3.8524e-05	0.999961
N/A	0.00201952	0.999959	4.12098e-05	1.47513e-05	0.999985
N/A	0.00201963	0.999957	4.25788e-05	2.79499e-07	1
N/A	0.00201979	0.999956	4.38218e-05	2.24571e-06	0.999998
N/A	0.00201987	0.99998	2.02061e-05	5.4637e-05	0.999945
N/A	0.00201988	0.999972	2.83872e-05	1.99223e-09	1
N/A	0.00201992	0.999965	3.47931e-05	0.000261792	0.999738
N/A	0.00202007	0.999955	4.53775e-05	1.14215e-05	0.999989
N/A	0.0020201	0.999956	4.40065e-05	3.95933e-05	0.99996
N/A	0.00202012	0.99997	3.01852e-05	5.14997e-08	1
N/A	0.00202014	0.999962	3.83754e-05	4.95075e-08	1
N/A	0.00202021	0.999971	2.92851e-05	3.65076e-05	0.999963
N/A	0.00202023	0.999956	4.41807e-05	9.11838e-09	1
N/A	0.00202027	0.999948	5.1799e-05	4.3359e-05	0.999957
N/A	0.00202031	0.999959	4.13993e-05	2.94806e-08	1
N/A	0.00202041	0.999953	4.72579e-05	3.09411e-06	0.999997
N/A	0.00202043	0.999957	4.27215e-05	7.27387e-06	0.999993
N/A	0.00202044	0.999967	3.29436e-05	1.37767e-09	1
N/A	0.00202056	0.999966	3.43592e-05	5.40858e-09	1
N/A	0.00202083	0.99996	3.99479e-05	6.83508e-06	0.999993
N/A	0.00202102	0.999959	4.13255e-05	4.0536e-08	1
N/A	0.0020211	0.99997	2.9821e-05	1.08211e-09	1
N/A	0.00202118	0.999977	2.33585e-05	4.18016e-07	1
N/A	0.00202119	0.999964	3.61439e-05	4.58048e-09	1
N/A	0.00202119	0.99997	3.01611e-05	1.6561e-07	1
N/A	0.0020212	0.999977	2.254e-05	2.2361e-06	0.999998
N/A	0.00202123	0.999951	4.92048e-05	0.000151879	0.999848
N/A	0.00202131	0.999948	5.23024e-05	2.28383e-07	1
N/A	0.00202146	0.999969	3.08322e-05	4.2381e-05	0.999958
N/A	0.00202157	0.99997	2.99805e-05	0.000730367	0.99927
N/A	0.00202159	0.999964	3.59256e-05	4.64172e-09	1
N/A	0.00202165	0.999952	4.84556e-05	2.93435e-08	1
N/A	0.00202171	0.999953	4.73408e-05	5.84147e-09	1
N/A	0.00202172	0.999953	4.73459e-05	8.01941e-08	1
N/A	0.00202176	0.999969	3.13256e-05	9.8698e-05	0.999901
N/A	0.00202196	0.999964	3.64936e-05	1.80439e-07	1
N/A	0.00202196	0.999979	2.06778e-05	0.000518299	0.999482
N/A	0.00202199	0.999958	4.17675e-05	8.39153e-07	0.999999
N/A	0.00202203	0.999974	2.5913e-05	5.25474e-08	1
N/A	0.00202204	0.999951	4.89536e-05	3.07471e-09	1
N/A	0.00202228	0.999957	4.26446e-05	1.89864e-08	1
N/A	0.0020224	0.999965	3.53523e-05	2.65203e-08	1
N/A	0.00202252	0.999956	4.35473e-05	2.40672e-05	0.999976
N/A	0.00202258	0.999963	3.74685e-05	1.96636e-07	1
N/A	0.00202259	0.99997	2.95992e-05	0.000106881	0.999893
N/A	0.00202279	0.999961	3.93776e-05	1.53767e-07	1
N/A	0.0020228	0.999973	2.73982e-05	2.01305e-09	1
N/A	0.00202283	0.999958	4.22163e-05	2.97891e-09	1
N/A	0.00202285	0.999954	4.5866e-05	2.25506e-07	1
N/A	0.00202286	0.999966	3.37818e-05	3.79822e-05	0.999962
N/A	0.00202288	0.999962	3.77806e-05	3.01808e-08	1
N/A	0.00202306	0.999962	3.84182e-05	4.43186e-07	1
N/A	0.0020232	0.999964	3.57545e-05	2.02642e-07	1
N/A	0.00202329	0.999969	3.11341e-05	7.67739e-05	0.999923
N/A	0.00202331	0.999963	3.72456e-05	2.86286e-08	1
N/A	0.00202331	0.999965	3.49078e-05	3.89826e-08	1
N/A	0.00202337	0.999974	2.62903e-05	2.87161e-08	1
N/A	0.00202337	0.99996	4.03637e-05	2.61282e-05	0.999974
N/A	0.00202352	0.999969	3.05275e-05	1.30698e-05	0.999987
N/A	0.0020236	0.999952	4.83795e-05	1.12083e-09	1
N/A	0.00202363	0.999957	4.34815e-05	6.46501e-06	0.999994
N/A	0.00202363	0.999971	2.91527e-05	1.11256e-06	0.999999
N/A	0.00202366	0.999954	4.64702e-05	3.98308e-09	1
N/A	0.00202374	0.999962	3.77229e-05	5.46437e-06	0.999995
N/A	0.00202386	0.999969	3.09847e-05	0.000250837	0.999749
N/A	0.00202401	0.999972	2.80073e-05	6.0161e-06	0.999994
N/A	0.00202406	0.999956	4.39652e-05	4.10077e-06	0.999996
N/A	0.00202429	0.999967	3.30426e-05	5.82946e-06	0.999994
N/A	0.00202432	0.999966	3.4214e-05	3.99631e-07	1
N/A	0.00202435	0.999957	4.34051e-05	3.45876e-06	0.999997
N/A	0.00202444	0.999973	2.67023e-05	2.66825e-08	1
N/A	0.0020245	0.999973	2.72428e-05	1.42367e-09	1
N/A	0.00202455	0.999967	3.26867e-05	2.70849e-06	0.999997
N/A	0.0020246	0.999974	2.57521e-05	0.000749703	0.99925
N/A	0.00202465	0.999962	3.84601e-05	3.24157e-06	0.999997
N/A	0.00202481	0.999968	3.21676e-05	0.000207392	0.999793
N/A	0.00202482	0.99996	4.02e-05	0.000134543	0.999865
N/A	0.00202483	0.999965	3.54691e-05	4.78166e-07	1
N/A	0.00202483	0.999963	3.72171e-05	9.84439e-05	0.999902
N/A	0.0020249	0.999948	5.22741e-05	6.96801e-08	1
N/A	0.00202509	0.999956	4.42935e-05	9.04979e-06	0.999991
N/A	0.00202526	0.999981	1.92767e-05	7.36107e-08	1
N/A	0.0020255	0.999962	3.8358e-05	6.19653e-06	0.999994
N/A	0.0020255	0.999968	3.21698e-05	2.23043e-08	1
N/A	0.00202552	0.999964	3.61167e-05	6.87098e-09	1
N/A	0.00202556	0.999962	3.77694e-05	3.73756e-06	0.999996
N/A	0.00202558	0.99997	2.95258e-05	5.62325e-07	0.999999
N/A	0.00202568	0.999966	3.39145e-05	1.99106e-08	1
N/A	0.00202577	0.99998	2.01159e-05	7.87074e-05	0.999921
N/A	0.00202587	0.999967	3.30408e-05	7.35772e-08	1
N/A	0.00202592	0.999953	4.68426e-05	4.03539e-09	1
N/A	0.00202593	0.999975	2.51895e-05	3.69236e-07	1
N/A	0.00202615	0.999954	4.60411e-05	7.21207e-09	1
N/A	0.00202616	0.999963	3.70217e-05	3.84849e-07	1
N/A	0.00202619	0.999954	4.59971e-05	1.03668e-08	1
N/A	0.00202624	0.999961	3.93198e-05	0.000441285	0.999559
N/A	0.00202633	0.999964	3.62737e-05	3.68549e-05	0.999963
N/A	0.00202637	0.999959	4.0778e-05	2.83379e-09	1
N/A	0.00202644	0.99996	3.98979e-05	3.54753e-07	1
N/A	0.00202644	0.999974	2.64991e-05	1.89241e-07	1
N/A	0.00202656	0.99996	3.99735e-05	9.16026e-08	1
N/A	0.00202658	0.999966	3.44889e-05	3.81117e-05	0.999962
N/A	0.00202663	0.999965	3.47247e-05	8.39917e-06	0.999992
N/A	0.00202671	0.999968	3.2023e-05	2.27602e-06	0.999998
N/A	0.0020268	0.999965	3.53512e-05	1.01437e-07	1
N/A	0.00202684	0.999951	4.94087e-05	8.4285e-09	1
N/A	0.002027	0.999971	2.88139e-05	2.20061e-08	1
N/A	0.00202708	0.999971	2.93393e-05	3.08314e-05	0.999969
N/A	0.0020271	0.999969	3.12716e-05	9.67143e-05	0.999903
N/A	0.00202721	0.999948	5.1826e-05	4.34429e-05	0.999957
N/A	0.00202738	0.999962	3.83142e-05	1.26998e-05	0.999987
N/A	0.00202748	0.999952	4.75953e-05	1.14675e-07	1
N/A	0.00202753	0.999962	3.76348e-05	4.38248e-08	1
N/A	0.00202753	0.999963	3.69266e-05	6.01716e-08	1
N/A	0.00202765	0.999967	3.32877e-05	3.97237e-09	1
N/A	0.00202766	0.999964	3.58482e-05	1.32551e-08	1
N/A	0.00202769	0.999948	5.24526e-05	1.74329e-09	1
N/A	0.0020277	0.999965	3.51083e-05	5.55141e-08	1
N/A	0.00202779	0.999965	3.52968e-05	6.69861e-09	1
N/A	0.00202784	0.999966	3.35644e-05	1.03487e-05	0.99999
N/A	0.00202787	0.99997	3.03293e-05	1.73604e-07	1
N/A	0.00202793	0.999954	4.58e-05	2.86681e-05	0.999971
N/A	0.00202798	0.999963	3.65574e-05	2.93572e-07	1
N/A	0.00202799	0.999964	3.63675e-05	8.74035e-09	1
N/A	0.0020281	0.999961	3.8615e-05	2.18322e-07	1
N/A	0.0020281	0.999955	4.51517e-05	0.000123106	0.999877
N/A	0.00202814	0.999966	3.3883e-05	1.73779e-07	1
N/A	0.00202814	0.999974	2.59292e-05	5.94782e-07	0.999999
N/A	0.00202823	0.99997	2.99309e-05	4.82827e-08	1
N/A	0.00202824	0.999971	2.94959e-05	2.36545e-05	0.999976
N/A	0.00202824	0.999972	2.77665e-05	4.61125e-08	1
N/A	0.00202839	0.999976	2.41853e-05	2.86465e-08	1
N/A	0.00202845	0.999952	4.78407e-05	1.24232e-08	1
N/A	0.00202858	0.999951	4.8683e-05	2.26846e-09	1
N/A	0.00202864	0.999955	4.475e-05	6.22572e-06	0.999994
N/A	0.00202872	0.999959	4.06744e-05	2.81853e-05	0.999972
N/A	0.00202872	0.999958	4.2052e-05	6.75536e-09	1
N/A	0.00202872	0.999954	4.57708e-05	0.000450818	0.999549
N/A	0.00202882	0.999958	4.15417e-05	1.09679e-09	1
N/A	0.00202901	0.999958	4.20299e-05	5.22667e-09	1
N/A	0.00202913	0.999963	3.71107e-05	2.88512e-05	0.999971
N/A	0.00202919	0.999971	2.92945e-05	5.61564e-08	1
N/A	0.00202919	0.999976	2.44444e-05	3.46704e-08	1
N/A	0.00202922	0.99995	5.00183e-05	4.08049e-05	0.999959
N/A	0.00202929	0.999974	2.56493e-05	0.000409844	0.99959
N/A	0.0020293	0.999962	3.8098e-05	7.63021e-08	1
N/A	0.00202941	0.999952	4.80187e-05	4.68609e-07	1
N/A	0.00202942	0.999959	4.05801e-05	1.75195e-09	1
N/A	0.00202943	0.999954	4.61365e-05	6.13166e-09	1
N/A	0.00202944	0.999981	1.92373e-05	7.68134e-08	1
N/A	0.00202949	0.999975	2.54125e-05	0.00060056	0.999399
N/A	0.00202983	0.999957	4.28404e-05	0.000318285	0.999682
N/A	0.00203015	0.99995	4.99319e-05	5.11422e-07	0.999999
N/A	0.00203023	0.999965	3.45752e-05	8.35685e-07	0.999999
N/A	0.00203045	0.999953	4.66397e-05	3.65823e-08	1
N/A	0.00203067	0.999956	4.39523e-05	2.27562e-05	0.999977
N/A	0.0020308	0.999963	3.69889e-05	2.40377e-06	0.999998
N/A	0.00203081	0.999963	3.73967e-05	7.53436e-08	1
N/A	0.00203093	0.999964	3.64607e-05	2.63654e-09	1
N/A	0.00203098	0.999966	3.41551e-05	1.59727e-07	1
N/A	0.00203101	0.999963	3.72885e-05	1.07345e-08	1
N/A	0.00203108	0.999965	3.46856e-05	6.74484e-05	0.999933
N/A	0.00203117	0.99998	1.98356e-05	1.43784e-05	0.999986
N/A	0.00203119	0.999963	3.71207e-05	9.71068e-07	0.999999
N/A	0.0020316	0.999973	2.73382e-05	3.69114e-09	1
N/A	0.00203167	0.999958	4.20307e-05	5.06713e-08	1
N/A	0.00203171	0.999981	1.88924e-05	2.87442e-05	0.999971
N/A	0.00203185	0.999965	3.52551e-05	4.9817e-07	1
N/A	0.00203185	0.999977	2.32835e-05	7.97238e-06	0.999992
N/A	0.00203194	0.999959	4.09254e-05	0.000314934	0.999685
N/A	0.00203197	0.999966	3.43572e-05	0.000804133	0.999196
N/A	0.00203201	0.999969	3.10385e-05	0.000157908	0.999842
N/A	0.00203206	0.999954	4.62755e-05	4.35409e-08	1
N/A	0.00203207	0.999971	2.92254e-05	0.000694848	0.999305
N/A	0.00203217	0.999976	2.37671e-05	7.02241e-08	1
N/A	0.0020323	0.999971	2.90292e-05	1.57561e-05	0.999984
N/A	0.0020323	0.999976	2.42888e-05	4.10814e-08	1
N/A	0.00203235	0.999959	4.09543e-05	0.000256332	0.999744
N/A	0.00203245	0.999961	3.86942e-05	6.96813e-07	0.999999
N/A	0.00203251	0.99995	4.97427e-05	8.9404e-08	1
N/A	0.00203254	0.999963	3.69457e-05	1.33978e-07	1
N/A	0.00203262	0.999968	3.19877e-05	1.03689e-08	1
N/A	0.00203279	0.999964	3.57099e-05	1.157e-05	0.999988
N/A	0.00203282	0.999975	2.46806e-05	0.000221891	0.999778
N/A	0.00203286	0.999971	2.91974e-05	3.5827e-06	0.999996
N/A	0.00203303	0.999965	3.52769e-05	1.15273e-09	1
N/A	0.00203307	0.999973	2.74442e-05	1.31588e-06	0.999999
N/A	0.00203318	0.999967	3.28397e-05	4.48692e-05	0.999955
N/A	0.00203321	0.999958	4.16484e-05	3.80792e-06	0.999996
N/A	0.00203323	0.999974	2.57569e-05	3.23977e-05	0.999968
N/A	0.00203323	0.999964	3.55284e-05	3.06468e-09	1
N/A	0.0020333	0.999973	2.72357e-05	0.000210687	0.999789
N/A	0.00203331	0.999968	3.23053e-05	1.94289e-06	0.999998
N/A	0.00203341	0.999968	3.19927e-05	2.17657e-06	0.999998
N/A	0.00203344	0.999958	4.17901e-05	6.40424e-06	0.999994
N/A	0.00203347	0.999977	2.34265e-05	0.000716749	0.999283
N/A	0.0020335	0.999968	3.22513e-05	4.8332e-05	0.999952
N/A	0.00203374	0.999956	4.40314e-05	1.31922e-06	0.999999
N/A	0.00203376	0.99998	1.96972e-05	0.000267682	0.999732
N/A	0.00203377	0.999962	3.7898e-05	1.36721e-09	1
N/A	0.00203378	0.99998	1.97691e-05	1.70974e-06	0.999998
N/A	0.0020338	0.999947	5.31982e-05	1.38232e-07	1
N/A	0.00203385	0.999969	3.07357e-05	6.43273e-09	1
N/A	0.00203387	0.999947	5.25451e-05	2.47734e-06	0.999998
N/A	0.00203421	0.99997	2.95595e-05	7.41699e-07	0.999999
N/A	0.00203424	0.999961	3.88157e-05	7.59243e-07	0.999999
N/A	0.00203445	0.99995	5.03074e-05	3.88914e-05	0.999961
N/A	0.00203451	0.999955	4.4789e-05	4.09092e-06	0.999996
N/A	0.00203458	0.999966	3.36644e-05	3.63143e-09	1
N/A	0.00203461	0.999969	3.06336e-05	2.47402e-09	1
N/A	0.00203477	0.999944	5.63483e-05	6.08671e-07	0.999999
N/A	0.00203477	0.99996	4.04047e-05	5.79305e-06	0.999994
N/A	0.00203481	0.999971	2.89746e-05	1.50239e-08	1
N/A	0.00203485	0.999969	3.09604e-05	1.81157e-05	0.999982
N/A	0.00203493	0.999959	4.05383e-05	0.000794497	0.999206
N/A	0.00203501	0.999951	4.86577e-05	1.7694e-08	1
N/A	0.00203526	0.999967	3.34213e-05	1.64133e-09	1
N/A	0.00203528	0.999949	5.12227e-05	0.000313559	0.999686
N/A	0.00203555	0.999965	3.47824e-05	1.08109e-07	1
N/A	0.00203557	0.999969	3.06665e-05	4.92279e-05	0.999951
N/A	0.00203561	0.999972	2.79103e-05	9.56256e-09	1
N/A	0.00203567	0.999976	2.40841e-05	7.37742e-05	0.999926
N/A	0.00203576	0.999959	4.07381e-05	3.21802e-07	1
N/A	0.00203579	0.999945	5.47894e-05	1.83628e-05	0.999982
N/A	0.00203584	0.999968	3.23438e-05	0.000111549	0.999888
N/A	0.00203586	0.999967	3.28665e-05	6.36309e-07	0.999999
N/A	0.00203587	0.999979	2.09302e-05	1.17697e-06	0.999999
N/A	0.00203602	0.999966	3.38961e-05	1.00312e-09	1
N/A	0.00203622	0.999964	3.64381e-05	5.70097e-08	1
N/A	0.00203623	0.999959	4.14342e-05	2.95531e-06	0.999997
N/A	0.00203628	0.999971	2.93031e-05	2.23927e-06	0.999998
N/A	0.00203635	0.999954	4.59302e-05	0.000539078	0.999461
N/A	0.0020364	0.999958	4.15484e-05	2.29731e-05	0.999977
N/A	0.00203642	0.999956	4.42556e-05	1.44356e-06	0.999999
N/A	0.00203645	0.999949	5.06801e-05	1.45988e-09	1
N/A	0.00203657	0.999963	3.68446e-05	8.65183e-09	1
N/A	0.00203669	0.999965	3.5254e-05	0.000235021	0.999765
N/A	0.00203684	0.999959	4.11633e-05	3.12625e-08	1
N/A	0.00203687	0.999954	4.60265e-05	0.000254066	0.999746
N/A	0.00203688	0.999967	3.2736e-05	2.52592e-07	1
N/A	0.00203692	0.999965	3.51118e-05	0.000642762	0.999357
N/A	0.00203698	0.999964	3.5925e-05	0.000296154	0.999704
N/A	0.002037	0.99996	3.98414e-05	0.000706663	0.999293
N/A	0.00203703	0.999975	2.50721e-05	9.2204e-09	1
N/A	0.00203705	0.999958	4.19778e-05	8.92056e-05	0.999911
N/A	0.00203708	0.999972	2.8186e-05	1.7978e-07	1
N/A	0.00203711	0.99996	3.96763e-05	2.58207e-09	1
N/A	0.00203716	0.999954	4.62292e-05	1.77412e-05	0.999982
N/A	0.00203717	0.999966	3.4003e-05	5.9582e-08	1
N/A	0.00203727	0.999959	4.08905e-05	3.96845e-06	0.999996
N/A	0.00203732	0.999967	3.3426e-05	7.43251e-09	1
N/A	0.00203757	0.999976	2.44139e-05	1.96743e-09	1
N/A	0.00203765	0.999961	3.92318e-05	1.32226e-08	1
N/A	0.00203768	0.999951	4.90053e-05	1.73583e-09	1
N/A	0.00203775	0.999952	4.75801e-05	4.69796e-07	1
N/A	0.00203788	0.999966	3.36421e-05	2.50585e-09	1
N/A	0.00203793	0.999973	2.66947e-05	0.000261362	0.999739
N/A	0.002038	0.999978	2.15892e-05	2.13747e-05	0.999979
N/A	0.0020381	0.999969	3.10865e-05	0.00023857	0.999761
N/A	0.00203836	0.999974	2.63221e-05	8.74132e-09	1
